Date,series ,OPEN,HIGH,LOW,PREV. CLOSE,ltp ,Close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
24-Sep-24,EQ,799.25,804.25,796.5,801.85,797.9,798.25,801.04,912,543.2,"1,51,80,653","12,16,03,61,927.75","2,41,147"
23-Sep-24,EQ,786,805,784.5,781.7,800.6,801.85,799.91,912,543.2,"1,73,09,545","13,84,60,48,008.90","3,23,087"
20-Sep-24,EQ,794.85,794.85,779.5,789.95,784.5,781.7,785.43,912,543.2,"2,13,72,244","16,78,63,88,691.70","2,65,805"
19-Sep-24,EQ,795.05,801.35,784.05,792.75,791.5,789.95,791.39,912,543.2,"1,06,45,478","8,42,47,36,778.30","2,18,449"
18-Sep-24,EQ,783.8,794.75,782,782.9,790.75,792.75,791.27,912,543.2,"1,83,24,412","14,49,95,92,000.20","2,55,355"
17-Sep-24,EQ,785.6,787.5,780.55,785.55,782.75,782.9,784.12,912,543.2,"1,06,65,630","8,36,31,82,377.75","2,23,966"
16-Sep-24,EQ,790.85,795,784.4,790.85,786.55,785.55,788.19,912,543.2,"95,53,736","7,53,01,68,486.30","2,35,580"
13-Sep-24,EQ,791,795,785.1,787.75,789.7,790.85,790.44,912,543.2,"1,29,50,936","10,23,69,36,227.10","3,37,655"
12-Sep-24,EQ,775,789.9,772.75,768.6,786.5,787.75,780.47,912,543.2,"1,75,78,964","13,71,98,61,669.35","3,08,964"
11-Sep-24,EQ,780.05,788,765.4,782.65,771,768.6,775.71,912,543.2,"2,00,60,665","15,56,12,42,684.15","3,07,051"
10-Sep-24,EQ,788,788.8,777.5,784.25,782.5,782.65,782.41,912,543.2,"1,28,24,701","10,03,41,64,045.55","2,41,486"
09-Sep-24,EQ,785,788.2,771,782.5,785.7,784.25,779.38,912,543.2,"2,13,22,103","16,61,81,14,365.00","4,16,430"
06-Sep-24,EQ,811.5,812.9,777,818.75,783.9,782.5,790.89,912,543.2,"4,02,20,096","31,80,95,57,552.90","7,53,751"
05-Sep-24,EQ,818.35,822.15,814.4,816.5,818,818.75,819.29,912,543.2,"83,95,074","6,87,80,27,979.75","1,46,739"
04-Sep-24,EQ,815.45,818.65,813.65,824.8,816.25,816.5,816.16,912,543.2,"1,07,89,570","8,80,60,44,759.65","1,77,040"
03-Sep-24,EQ,822.15,825.95,816.4,822.15,823.4,824.8,821.71,912,543.2,"1,05,48,350","8,66,77,21,196.75","1,97,793"
02-Sep-24,EQ,817.3,825.4,813.05,815.6,821.9,822.15,819.67,912,543.2,"1,18,13,750","9,68,33,69,620.85","2,79,222"
30-Aug-24,EQ,817.15,820.7,814.35,814.5,816.25,815.6,816.37,912,543.2,"89,11,426","7,27,50,03,120.65","1,61,440"
29-Aug-24,EQ,809.55,816,806.95,809.4,815.7,814.5,812.98,912,543.2,"1,82,47,268","14,83,46,79,544.70","3,07,266"
28-Aug-24,EQ,814.75,817.2,806.5,815.9,807.95,809.4,812.23,912,543.2,"1,03,71,300","8,42,39,16,166.65","1,89,651"
27-Aug-24,EQ,817.8,819.45,811.05,815.05,814.8,815.9,816.19,912,543.2,"1,28,33,290","10,47,43,72,291.35","1,88,750"
26-Aug-24,EQ,818,823.45,813.8,815.35,815.4,815.05,818.73,912,543.2,"85,23,795","6,97,87,12,521.45","1,53,882"
23-Aug-24,EQ,821.5,822,814.5,820.3,815.8,815.35,817.21,912,543.2,"55,37,747","4,52,54,82,307.75","1,37,876"
22-Aug-24,EQ,819,823.9,817.1,815.55,820,820.3,820.73,912,543.2,"78,32,917","6,42,87,45,634.45","1,70,021"
21-Aug-24,EQ,820.3,821,811.2,820.3,816.6,815.55,815.09,912,543.2,"1,46,07,257","11,90,61,94,827.25","2,07,262"
20-Aug-24,EQ,817.95,823,813.35,813.7,819,820.3,819.61,912,543.2,"1,03,47,493","8,48,09,42,023.00","1,72,376"
19-Aug-24,EQ,815,825.4,812.6,812.1,814.6,813.7,817.66,912,543.2,"1,01,51,482","8,30,04,40,391.90","1,74,502"
16-Aug-24,EQ,803,814.9,803,803,811.4,812.1,810.05,912,543.2,"1,14,27,335","9,25,67,64,911.30","2,51,297"
14-Aug-24,EQ,800.95,809.15,800.4,797.55,803.2,803,803.92,912,543.2,"1,17,88,665","9,47,71,00,413.75","2,36,789"
13-Aug-24,EQ,813.5,820,795.05,812.6,797,797.55,807.01,912,543.2,"1,75,85,172","14,19,14,44,287.00","3,22,018"
12-Aug-24,EQ,820.6,823,811.2,824.3,813,812.6,815.34,912,543.2,"1,61,20,449","13,14,36,24,493.80","2,50,757"
09-Aug-24,EQ,816,829.95,809.55,808.05,825,824.3,819.02,912,543.2,"1,53,20,885","12,54,81,31,438.55","2,12,970"
